"Country or Area","Year","Value","Value Footnotes"
"Spain","1984","88000000",""
"Spain","1983","609000000",""
"Spain","1982","517000000",""
"Spain","1981","631000000",""
"Spain","1980","692000000",""
"Spain","1979","658000000",""
"Spain","1978","492000000",""
"Spain","1977","280000000",""
"Spain","1976","831000000",""
"Spain","1975","1185000000",""
"Spain","1974","580000000",""
"Spain","1973","906000000",""
"Spain","1972","751000000",""
"Spain","1971","601000000",""
"Spain","1970","237000000",""
"Spain","1969","187000000",""
"Spain","1968","128000000",""
"Spain","1967","279000000",""
"Spain","1966","277000000",""
"Spain","1965","401000000",""
"Spain","1964","60000000",""
"Spain","1963","14000000",""
"Spain","1962","55000000",""
"Spain","1961","112000000",""
"Spain","1960","231000000",""
"Sri Lanka","2017","45000000",""
"Sri Lanka","2014","5000000",""
"Sri Lanka","2013","20000000",""
"Sri Lanka","2011","21000000",""
"Sri Lanka","2010","5000000",""
"Sri Lanka","2008","71000000",""
"Sri Lanka","2007","89000000",""
"Sri Lanka","2006","97000000",""
"Sri Lanka","2005","58000000",""
"Sri Lanka","2004","49000000",""
"Sri Lanka","2003","35000000",""
"Sri Lanka","2002","45000000",""
"Sri Lanka","2001","161000000",""
"Sri Lanka","2000","297000000",""
"Sri Lanka","1999","85000000",""
"Sri Lanka","1998","85000000",""
"Sri Lanka","1997","50000000",""
"Sri Lanka","1996","210000000",""
"Sri Lanka","1995","64000000",""
"Sri Lanka","1994","74000000",""
"Sri Lanka","1993","35000000",""
"Sri Lanka","1992","22000000",""
"Sri Lanka","1991","167000000",""
"Sri Lanka","1990","19000000",""
"Sri Lanka","1989","6000000",""
"Sri Lanka","1988","19000000",""
"Sri Lanka","1987","111000000",""
"Sri Lanka","1986","28000000",""
"Sri Lanka","1985","42000000",""
"Sri Lanka","1984","52000000",""
"Sri Lanka","1980","18000000",""
"Sri Lanka","1978","7000000",""
"Sri Lanka","1977","17000000",""
"Sri Lanka","1976","0","2"
"Sri Lanka","1972","47000000",""
"Sri Lanka","1971","33000000",""
"Sri Lanka","1969","2000000",""
"Sri Lanka","1964","0","2"
"Sri Lanka","1960","4000000",""
"St. Kitts and Nevis","1985","6000000",""
"St. Vincent and the Grenadines","1987","4000000",""
"Sub-Saharan Africa","2016","664000000",""
"Sub-Saharan Africa","2015","539000000",""
"Sub-Saharan Africa","2014","865000000",""
"Sub-Saharan Africa","2013","833000000",""
"Sub-Saharan Africa","2012","1202000000",""
"Sub-Saharan Africa","2011","1346000000",""
"Sub-Saharan Africa","2010","1040000000",""
"Sub-Saharan Africa","2009","623000000",""
"Sub-Saharan Africa","2008","972000000",""
"Sub-Saharan Africa","2007","1276000000",""
"Sub-Saharan Africa","2006","1104000000",""
"Sub-Saharan Africa","2001","463000000",""
"Sub-Saharan Africa","2000","631000000",""
"Sub-Saharan Africa","1997","433000000",""
"Sub-Saharan Africa","1996","336000000",""
"Sub-Saharan Africa","1994","544000000",""
"Sub-Saharan Africa","1990","412000000",""
"Sub-Saharan Africa","1989","522000000",""
"Sub-Saharan Africa","1988","1491000000",""
"Sub-Saharan Africa","1987","2160000000",""
"Sub-Saharan Africa","1986","2024000000",""
"Sub-Saharan Africa","1985","1719000000",""
"Sub-Saharan Africa","1984","1885000000",""
"Sub-Saharan Africa","1983","1604000000",""
"Sub-Saharan Africa","1982","2301000000",""
"Sub-Saharan Africa","1981","2199000000",""
"Sub-Saharan Africa","1980","2015000000",""
"Sub-Saharan Africa","1979","1360000000",""
"Sub-Saharan Africa","1978","3074000000",""
"Sub-Saharan Africa","1977","2390000000",""
"Sub-Saharan Africa","1976","1677000000",""
"Sub-Saharan Africa","1975","1881000000",""
"Sub-Saharan Africa","1974","974000000",""
"Sub-Saharan Africa","1973","790000000",""
"Sub-Saharan Africa","1972","612000000",""
"Sub-Saharan Africa","1971","971000000",""
"Sub-Saharan Africa","1970","1262000000",""
"Sub-Saharan Africa","1969","539000000",""
"Sub-Saharan Africa","1968","342000000",""
"Sub-Saharan Africa","1967","503000000",""
"Sub-Saharan Africa","1966","861000000",""
"Sub-Saharan Africa","1965","653000000",""
"Sub-Saharan Africa","1964","470000000",""
"Sub-Saharan Africa","1963","604000000",""
"Sub-Saharan Africa","1962","330000000",""
"Sub-Saharan Africa","1960","124000000",""
"Sub-Saharan Africa (excluding high income)","2016","664000000",""
"Sub-Saharan Africa (excluding high income)","2015","539000000",""
"Sub-Saharan Africa (excluding high income)","2014","849000000",""
"Sub-Saharan Africa (excluding high income)","2013","826000000",""
"Sub-Saharan Africa (excluding high income)","2012","1202000000",""
"Sub-Saharan Africa (excluding high income)","2011","1338000000",""
"Sub-Saharan Africa (excluding high income)","2010","1040000000",""
"Sub-Saharan Africa (excluding high income)","2009","623000000",""
"Sub-Saharan Africa (excluding high income)","2008","972000000",""
"Sub-Saharan Africa (excluding high income)","2007","1276000000",""
"Sub-Saharan Africa (excluding high income)","2006","1104000000",""
"Sub-Saharan Africa (excluding high income)","2001","463000000",""
"Sub-Saharan Africa (excluding high income)","2000","631000000",""
"Sub-Saharan Africa (excluding high income)","1997","433000000",""
"Sub-Saharan Africa (excluding high income)","1996","336000000",""
"Sub-Saharan Africa (excluding high income)","1994","544000000",""
"Sub-Saharan Africa (excluding high income)","1990","412000000",""
"Sub-Saharan Africa (excluding high income)","1989","522000000",""
"Sub-Saharan Africa (excluding high income)","1988","1490000000",""
"Sub-Saharan Africa (excluding high income)","1987","2160000000",""
"Sub-Saharan Africa (excluding high income)","1986","2014000000",""
"Sub-Saharan Africa (excluding high income)","1985","1719000000",""
"Sub-Saharan Africa (excluding high income)","1984","1885000000",""
"Sub-Saharan Africa (excluding high income)","1983","1589000000",""
"Sub-Saharan Africa (excluding high income)","1982","2299000000",""
"Sub-Saharan Africa (excluding high income)","1981","2198000000",""
"Sub-Saharan Africa (excluding high income)","1980","2009000000",""
"Sub-Saharan Africa (excluding high income)","1979","1341000000",""
"Sub-Saharan Africa (excluding high income)","1978","3074000000",""
"Sub-Saharan Africa (excluding high income)","1977","2389000000",""
"Sub-Saharan Africa (excluding high income)","1976","1677000000",""
"Sub-Saharan Africa (excluding high income)","1975","1881000000",""
"Sub-Saharan Africa (excluding high income)","1974","974000000",""
"Sub-Saharan Africa (excluding high income)","1973","790000000",""
"Sub-Saharan Africa (excluding high income)","1972","612000000",""
"Sub-Saharan Africa (excluding high income)","1971","971000000",""
"Sub-Saharan Africa (excluding high income)","1970","1262000000",""
"Sub-Saharan Africa (excluding high income)","1969","539000000",""
"Sub-Saharan Africa (excluding high income)","1968","342000000",""
"Sub-Saharan Africa (excluding high income)","1967","503000000",""
"Sub-Saharan Africa (excluding high income)","1966","861000000",""
"Sub-Saharan Africa (excluding high income)","1965","653000000",""
"Sub-Saharan Africa (excluding high income)","1964","470000000",""
"Sub-Saharan Africa (excluding high income)","1963","604000000",""
"Sub-Saharan Africa (excluding high income)","1962","330000000",""
"Sub-Saharan Africa (excluding high income)","1960","124000000",""
"Sub-Saharan Africa (IDA & IBRD)","2016","664000000",""
"Sub-Saharan Africa (IDA & IBRD)","2015","539000000",""
"Sub-Saharan Africa (IDA & IBRD)","2014","865000000",""
"Sub-Saharan Africa (IDA & IBRD)","2013","833000000",""
"Sub-Saharan Africa (IDA & IBRD)","2012","1202000000",""
"Sub-Saharan Africa (IDA & IBRD)","2011","1346000000",""
"Sub-Saharan Africa (IDA & IBRD)","2010","1040000000",""
"Sub-Saharan Africa (IDA & IBRD)","2009","623000000",""
"Sub-Saharan Africa (IDA & IBRD)","2008","972000000",""
"Sub-Saharan Africa (IDA & IBRD)","2007","1276000000",""
"Sub-Saharan Africa (IDA & IBRD)","2006","1104000000",""
"Sub-Saharan Africa (IDA & IBRD)","2001","463000000",""
"Sub-Saharan Africa (IDA & IBRD)","2000","631000000",""
"Sub-Saharan Africa (IDA & IBRD)","1997","433000000",""
"Sub-Saharan Africa (IDA & IBRD)","1996","336000000",""
"Sub-Saharan Africa (IDA & IBRD)","1994","544000000",""
"Sub-Saharan Africa (IDA & IBRD)","1990","412000000",""
"Sub-Saharan Africa (IDA & IBRD)","1989","522000000",""
"Sub-Saharan Africa (IDA & IBRD)","1988","1491000000",""
"Sub-Saharan Africa (IDA & IBRD)","1987","2160000000",""
"Sub-Saharan Africa (IDA & IBRD)","1986","2024000000",""
"Sub-Saharan Africa (IDA & IBRD)","1985","1719000000",""
"Sub-Saharan Africa (IDA & IBRD)","1984","1885000000",""
"Sub-Saharan Africa (IDA & IBRD)","1983","1604000000",""
"Sub-Saharan Africa (IDA & IBRD)","1982","2301000000",""
"Sub-Saharan Africa (IDA & IBRD)","1981","2199000000",""
"Sub-Saharan Africa (IDA & IBRD)","1980","2015000000",""
"Sub-Saharan Africa (IDA & IBRD)","1979","1360000000",""
"Sub-Saharan Africa (IDA & IBRD)","1978","3074000000",""
"Sub-Saharan Africa (IDA & IBRD)","1977","2390000000",""
"Sub-Saharan Africa (IDA & IBRD)","1976","1677000000",""
"Sub-Saharan Africa (IDA & IBRD)","1975","1881000000",""
"Sub-Saharan Africa (IDA & IBRD)","1974","974000000",""
"Sub-Saharan Africa (IDA & IBRD)","1973","790000000",""
"Sub-Saharan Africa (IDA & IBRD)","1972","612000000",""
"Sub-Saharan Africa (IDA & IBRD)","1971","971000000",""
"Sub-Saharan Africa (IDA & IBRD)","1970","1262000000",""
"Sub-Saharan Africa (IDA & IBRD)","1969","539000000",""
"Sub-Saharan Africa (IDA & IBRD)","1968","342000000",""
"Sub-Saharan Africa (IDA & IBRD)","1967","503000000",""
"Sub-Saharan Africa (IDA & IBRD)","1966","861000000",""
"Sub-Saharan Africa (IDA & IBRD)","1965","653000000",""
"Sub-Saharan Africa (IDA & IBRD)","1964","470000000",""
"Sub-Saharan Africa (IDA & IBRD)","1963","604000000",""
"Sub-Saharan Africa (IDA & IBRD)","1962","330000000",""
"Sub-Saharan Africa (IDA & IBRD)","1960","124000000",""
"Sudan","2017","54000000",""
"Sudan","2016","101000000",""
"Sudan","2015","116000000",""
"Sudan","2014","61000000",""
"Sudan","2013","130000000",""
"Sudan","2012","95000000",""
"Sudan","2011","173000000",""
"Sudan","2010","182000000",""
"Sudan","2009","89000000",""
"Sudan","2008","128000000",""
"Sudan","2007","33000000",""
"Sudan","2006","65000000",""
"Sudan","2005","132000000",""
"Sudan","2004","293000000",""
"Sudan","2003","204000000",""
"Sudan","2002","49000000",""
"Sudan","2001","106000000",""
"Sudan","1999","36000000",""
"Sudan","1997","63000000",""
"Sudan","1996","27000000",""
"Sudan","1995","3000000",""
"Sudan","1992","6000000",""
"Sudan","1991","81000000",""
"Sudan","1990","3000000",""
"Sudan","1989","16000000",""
"Sudan","1988","77000000",""
"Sudan","1987","122000000",""
"Sudan","1986","9000000",""
"Sudan","1985","65000000",""
"Sudan","1984","106000000",""
"Sudan","1983","25000000",""
"Sudan","1982","90000000",""
"Sudan","1981","204000000",""
"Sudan","1980","3000000",""
"Sudan","1979","4000000",""
"Sudan","1978","208000000",""
"Sudan","1977","26000000",""
"Sudan","1974","3000000",""
"Sudan","1973","23000000",""
"Sudan","1972","69000000",""
"Sudan","1971","87000000",""
"Sudan","1970","611000000",""
"Sudan","1969","193000000",""
"Sudan","1968","16000000",""
"Sudan","1967","2000000",""
"Sudan","1966","5000000",""
"Sudan","1965","5000000",""
"Sudan","1964","36000000",""
"Sudan","1963","8000000",""
"Sudan","1962","19000000",""
"Sudan","1961","15000000",""
"Sudan","1960","9000000",""
"Suriname","2015","3000000",""
"Suriname","2013","7000000",""
"Suriname","2012","0","2"
"Suriname","2000","2000000",""
"Suriname","1999","23000000",""
"Suriname","1987","2000000",""
"Suriname","1986","5000000",""
"Suriname","1984","7000000",""
"Suriname","1982","2000000",""
"Suriname","1981","0","2"
"Suriname","1977","10000000",""
"Suriname","1976","5000000",""
"Suriname","1975","0","2"
"Sweden","2017","38000000",""
"Sweden","2016","77000000",""
"Sweden","2015","28000000",""
"Sweden","2014","43000000",""
"Sweden","2013","52000000",""
"Sweden","2012","206000000",""
"Sweden","2011","191000000",""
"Sweden","2010","51000000",""
"Sweden","2009","57000000",""
"Sweden","2008","51000000",""
"Sweden","2007","50000000",""
"Sweden","2006","127000000",""
"Sweden","2005","78000000",""
"Sweden","2004","47000000",""
"Sweden","2003","64000000",""
"Sweden","2002","75000000",""
"Sweden","2001","165000000",""
"Sweden","2000","204000000",""
"Sweden","1999","224000000",""
"Sweden","1998","294000000",""
"Sweden","1997","195000000",""
"Sweden","1996","95000000",""
"Sweden","1995","95000000",""
"Sweden","1994","297000000",""
"Sweden","1993","39000000",""
"Sweden","1992","60000000",""
"Sweden","1991","49000000",""
"Sweden","1990","90000000",""
"Sweden","1989","103000000",""
"Sweden","1988","125000000",""
"Sweden","1987","159000000",""
"Sweden","1986","154000000",""
"Sweden","1985","85000000",""
"Sweden","1984","106000000",""
"Sweden","1983","179000000",""
"Sweden","1982","171000000",""
"Sweden","1981","452000000",""
"Sweden","1980","246000000",""
"Sweden","1979","247000000",""
"Sweden","1978","197000000",""
"Sweden","1977","100000000",""
"Sweden","1976","214000000",""
"Sweden","1975","292000000",""
"Sweden","1974","256000000",""
"Sweden","1973","231000000",""
"Sweden","1972","161000000",""
"Sweden","1971","86000000",""
"Sweden","1970","108000000",""
"Sweden","1969","138000000",""
"Sweden","1968","226000000",""
"Sweden","1967","326000000",""
"Sweden","1966","280000000",""
"Sweden","1965","289000000",""
"Sweden","1964","397000000",""
"Sweden","1963","307000000",""
"Sweden","1962","133000000",""
"Sweden","1961","57000000",""
"Sweden","1960","129000000",""
"Switzerland","2017","34000000",""
"Switzerland","2016","64000000",""
"Switzerland","2015","2000000",""
"Switzerland","2014","1000000",""
"Switzerland","2013","6000000",""
"Switzerland","2012","11000000",""
"Switzerland","2011","32000000",""
"Switzerland","2010","48000000",""
"Switzerland","2009","39000000",""
"Switzerland","2008","18000000",""
"Switzerland","2007","108000000",""
"Switzerland","2006","83000000",""
"Switzerland","2005","168000000",""
"Switzerland","2004","203000000",""
"Switzerland","2003","117000000",""
"Switzerland","2002","63000000",""
"Switzerland","2001","68000000",""
"Switzerland","2000","23000000",""
"Switzerland","1999","507000000",""
"Switzerland","1998","436000000",""
"Switzerland","1997","379000000",""
"Switzerland","1996","187000000",""
"Switzerland","1995","93000000",""
"Switzerland","1994","119000000",""
"Switzerland","1993","104000000",""
"Switzerland","1992","388000000",""
"Switzerland","1991","476000000",""
"Switzerland","1990","440000000",""
"Switzerland","1989","319000000",""
"Switzerland","1988","179000000",""
"Switzerland","1987","151000000",""
"Switzerland","1986","108000000",""
"Switzerland","1985","337000000",""
"Switzerland","1984","399000000",""
"Switzerland","1983","437000000",""
"Switzerland","1982","172000000",""
"Switzerland","1981","290000000",""
"Switzerland","1980","269000000",""
"Switzerland","1979","222000000",""
"Switzerland","1978","214000000",""
"Switzerland","1977","5000000",""
"Switzerland","1976","143000000",""
"Switzerland","1975","138000000",""
"Switzerland","1974","64000000",""
"Switzerland","1973","116000000",""
"Switzerland","1972","186000000",""
"Switzerland","1971","149000000",""
"Switzerland","1970","135000000",""
"Switzerland","1969","157000000",""
"Switzerland","1968","188000000",""
"Switzerland","1967","165000000",""
"Switzerland","1966","362000000",""
"Switzerland","1965","226000000",""
"Switzerland","1964","261000000",""
"Switzerland","1963","50000000",""
"Switzerland","1962","4000000",""
"Switzerland","1961","37000000",""
"Switzerland","1960","219000000",""
"Syrian Arab Republic","2017","22000000",""
"Syrian Arab Republic","2016","5000000",""
"Syrian Arab Republic","2015","22000000",""
"Syrian Arab Republic","2014","21000000",""
"Syrian Arab Republic","2013","351000000",""
"Syrian Arab Republic","2012","361000000",""
"Syrian Arab Republic","2011","358000000",""
"Syrian Arab Republic","2010","288000000",""
"Syrian Arab Republic","2009","193000000",""
"Syrian Arab Republic","2008","276000000",""
"Syrian Arab Republic","2007","20000000",""
"Syrian Arab Republic","2006","100000000",""
"Syrian Arab Republic","2005","35000000",""
"Syrian Arab Republic","2004","25000000",""
"Syrian Arab Republic","2003","69000000",""
"Syrian Arab Republic","2002","45000000",""
"Syrian Arab Republic","2001","28000000",""
"Syrian Arab Republic","2000","64000000",""
"Syrian Arab Republic","1999","58000000",""
"Syrian Arab Republic","1998","55000000",""
"Syrian Arab Republic","1997","35000000",""
"Syrian Arab Republic","1996","35000000",""
"Syrian Arab Republic","1995","35000000",""
"Syrian Arab Republic","1994","19000000",""
"Syrian Arab Republic","1993","173000000",""
"Syrian Arab Republic","1992","243000000",""
"Syrian Arab Republic","1991","321000000",""
"Syrian Arab Republic","1990","739000000",""
"Syrian Arab Republic","1989","663000000",""
"Syrian Arab Republic","1988","1312000000",""
"Syrian Arab Republic","1987","1409000000",""
"Syrian Arab Republic","1986","1262000000",""
"Syrian Arab Republic","1985","1575000000",""
"Syrian Arab Republic","1984","1809000000",""
"Syrian Arab Republic","1983","2233000000",""
"Syrian Arab Republic","1982","1973000000",""
"Syrian Arab Republic","1981","1348000000",""
"Syrian Arab Republic","1980","1874000000",""
"Syrian Arab Republic","1979","2059000000",""
"Syrian Arab Republic","1978","824000000",""
"Syrian Arab Republic","1977","900000000",""
"Syrian Arab Republic","1976","462000000",""
"Syrian Arab Republic","1975","1375000000",""
"Syrian Arab Republic","1974","3406000000",""
"Syrian Arab Republic","1973","3180000000",""
"Syrian Arab Republic","1972","1497000000",""
"Syrian Arab Republic","1971","731000000",""
"Syrian Arab Republic","1970","877000000",""
"Syrian Arab Republic","1969","850000000",""
"Syrian Arab Republic","1968","801000000",""
"Syrian Arab Republic","1967","885000000",""
"Syrian Arab Republic","1966","504000000",""
"Syrian Arab Republic","1965","74000000",""
"Syrian Arab Republic","1964","47000000",""
"Syrian Arab Republic","1963","71000000",""
"Syrian Arab Republic","1962","16000000",""
"Syrian Arab Republic","1961","11000000",""
"Syrian Arab Republic","1960","37000000",""
"Tajikistan","2016","8000000",""
"Tajikistan","2013","3000000",""
"Tajikistan","2009","32000000",""
"Tajikistan","2007","7000000",""
"Tajikistan","2006","13000000",""
"Tajikistan","1994","27000000",""
"Tanzania","2016","20000000",""
"Tanzania","2015","20000000",""
"Tanzania","2014","26000000",""
"Tanzania","2013","88000000",""
"Tanzania","2012","115000000",""
"Tanzania","2011","78000000",""
"Tanzania","2009","25000000",""
"Tanzania","2007","1000000",""
"Tanzania","2006","12000000",""
"Tanzania","2005","10000000",""
"Tanzania","2003","51000000",""
"Tanzania","2000","3000000",""
"Tanzania","1996","4000000",""
"Tanzania","1994","5000000",""
"Tanzania","1992","18000000",""
"Tanzania","1989","5000000",""
"Tanzania","1986","1000000",""
"Tanzania","1982","9000000",""
"Tanzania","1981","121000000",""
"Tanzania","1980","53000000",""
"Tanzania","1979","260000000",""
"Tanzania","1978","63000000",""
"Tanzania","1977","44000000",""
"Tanzania","1975","48000000",""
"Tanzania","1974","189000000",""
"Tanzania","1973","118000000",""
"Tanzania","1972","47000000",""
"Tanzania","1971","60000000",""
"Tanzania","1970","11000000",""
"Tanzania","1967","1000000",""
"Tanzania","1966","21000000",""
"Tanzania","1965","4000000",""
"Tanzania","1964","4000000",""
"Thailand","2017","310000000",""
"Thailand","2016","344000000",""
"Thailand","2015","172000000",""
"Thailand","2014","105000000",""
"Thailand","2013","378000000",""
"Thailand","2012","285000000",""
"Thailand","2011","267000000",""
"Thailand","2010","49000000",""
"Thailand","2009","64000000",""
"Thailand","2008","13000000",""
"Thailand","2007","8000000",""
"Thailand","2006","47000000",""
"Thailand","2005","70000000",""
"Thailand","2004","114000000",""
"Thailand","2003","131000000",""
"Thailand","2002","152000000",""
"Thailand","2001","117000000",""
"Thailand","2000","85000000",""
"Thailand","1999","167000000",""
"Thailand","1998","76000000",""
"Thailand","1997","941000000",""
"Thailand","1996","736000000",""
"Thailand","1995","528000000",""
"Thailand","1994","613000000",""
"Thailand","1993","185000000",""
"Thailand","1992","497000000",""
"Thailand","1991","572000000",""
"Thailand","1990","229000000",""
"Thailand","1989","270000000",""
"Thailand","1988","643000000",""
"Thailand","1987","575000000",""
"Thailand","1986","165000000",""
"Thailand","1985","188000000",""
"Thailand","1984","387000000",""
"Thailand","1983","325000000",""
"Thailand","1982","83000000",""
"Thailand","1981","315000000",""
"Thailand","1980","306000000",""
"Thailand","1979","176000000",""
"Thailand","1978","319000000",""
"Thailand","1977","104000000",""
"Thailand","1976","148000000",""
"Thailand","1975","77000000",""
"Thailand","1974","97000000",""
"Thailand","1973","340000000",""
"Thailand","1972","201000000",""
"Thailand","1971","239000000",""
"Thailand","1970","213000000",""
"Thailand","1969","134000000",""
"Thailand","1968","67000000",""
"Thailand","1967","151000000",""
"Thailand","1966","112000000",""
"Thailand","1965","89000000",""
"Thailand","1964","97000000",""
"Thailand","1963","110000000",""
"Thailand","1962","111000000",""
"Thailand","1961","57000000",""
"Thailand","1960","28000000",""
"The Bahamas","2017","12000000",""
"The Bahamas","2016","20000000",""
"The Bahamas","2015","16000000",""
"The Bahamas","2014","30000000",""
"The Bahamas","2009","1000000",""
"The Bahamas","2005","3000000",""
"The Bahamas","2000","33000000",""
"The Bahamas","1991","3000000",""
"The Bahamas","1990","2000000",""
"The Bahamas","1986","33000000",""
"The Bahamas","1978","11000000",""
"The Gambia","2009","16000000",""
"The Gambia","2004","5000000",""
"The Gambia","1989","12000000",""
"The Gambia","1981","3000000",""
"The Gambia","1969","0","2"
"Timor-Leste","2010","18000000",""
"Togo","2014","16000000",""
"Togo","2012","4000000",""
"Togo","2010","1000000",""
"Togo","1997","9000000",""
"Togo","1995","3000000",""
"Togo","1994","3000000",""
"Togo","1992","8000000",""
"Togo","1991","9000000",""
"Togo","1988","1000000",""
"Togo","1987","0","2"
"Togo","1986","17000000",""
"Togo","1983","2000000",""
"Togo","1982","4000000",""
"Togo","1981","19000000",""
"Togo","1980","28000000",""
"Togo","1979","9000000",""
"Togo","1978","9000000",""
"Togo","1977","1000000",""
"Togo","1976","50000000",""
"Togo","1975","14000000",""
"Togo","1973","2000000",""
"Togo","1971","1000000",""
"Togo","1970","2000000",""
"Togo","1969","1000000",""
"Togo","1968","1000000",""
"Togo","1965","0","2"
"Togo","1964","0","2"
"Togo","1960","1000000",""
"Tonga","2015","5000000",""
"Tonga","1996","0","2"
"Tonga","1991","6000000",""
"Tonga","1990","6000000",""
"Tonga","1989","6000000",""
"Tonga","1986","0","2"
"Trinidad and Tobago","2016","30000000",""
"Trinidad and Tobago","2015","46000000",""
"Trinidad and Tobago","2012","12000000",""
"Trinidad and Tobago","2011","12000000",""
"Trinidad and Tobago","2010","24000000",""
"Trinidad and Tobago","2007","6000000",""
"Trinidad and Tobago","2002","2000000",""
"Trinidad and Tobago","2001","0","2"
"Trinidad and Tobago","2000","11000000",""
"Trinidad and Tobago","1987","0","2"
"Trinidad and Tobago","1981","6000000",""
"Trinidad and Tobago","1980","22000000",""
"Trinidad and Tobago","1973","2000000",""
"Trinidad and Tobago","1972","11000000",""
"Trinidad and Tobago","1966","0","2"
"Trinidad and Tobago","1965","11000000",""
"Tunisia","2017","107000000",""
"Tunisia","2016","28000000",""
"Tunisia","2015","7000000",""
"Tunisia","2014","44000000",""
"Tunisia","2013","38000000",""
"Tunisia","2011","7000000",""
"Tunisia","2010","7000000",""
"Tunisia","2008","3000000",""
"Tunisia","2006","2000000",""
"Tunisia","2005","168000000",""
"Tunisia","2003","1000000",""
"Tunisia","2002","83000000",""
"Tunisia","1999","11000000",""
"Tunisia","1998","18000000",""
"Tunisia","1997","39000000",""
"Tunisia","1996","68000000",""
"Tunisia","1995","56000000",""
"Tunisia","1994","35000000",""
"Tunisia","1992","32000000",""
"Tunisia","1991","20000000",""
"Tunisia","1990","4000000",""
"Tunisia","1989","48000000",""
"Tunisia","1988","17000000",""
"Tunisia","1987","56000000",""
"Tunisia","1985","321000000",""
"Tunisia","1984","116000000",""
"Tunisia","1983","103000000",""
"Tunisia","1982","59000000",""
"Tunisia","1981","56000000",""
"Tunisia","1980","103000000",""
"Tunisia","1979","122000000",""
"Tunisia","1978","14000000",""
"Tunisia","1977","93000000",""
"Tunisia","1976","10000000",""
"Tunisia","1975","15000000",""
"Tunisia","1974","14000000",""
"Tunisia","1973","26000000",""
"Tunisia","1972","4000000",""
"Tunisia","1971","0","2"
"Tunisia","1970","44000000",""
"Tunisia","1969","23000000",""
"Tunisia","1968","17000000",""
"Tunisia","1967","5000000",""
"Tunisia","1965","40000000",""
"Tunisia","1964","4000000",""
"Tunisia","1963","7000000",""
"Tunisia","1961","6000000",""
"Tunisia","1960","44000000",""
"Turkey","2017","410000000",""
"Turkey","2016","348000000",""
"Turkey","2015","460000000",""
"Turkey","2014","1525000000",""
"Turkey","2013","797000000",""
"Turkey","2012","1501000000",""
"Turkey","2011","777000000",""
"Turkey","2010","484000000",""
"Turkey","2009","732000000",""
"Turkey","2008","640000000",""
"Turkey","2007","692000000",""
"Turkey","2006","531000000",""
"Turkey","2005","1095000000",""
"Turkey","2004","257000000",""
"Turkey","2003","330000000",""
"Turkey","2002","905000000",""
"Turkey","2001","510000000",""
"Turkey","2000","1185000000",""
"Turkey","1999","1740000000",""
"Turkey","1998","2645000000",""
"Turkey","1997","1531000000",""
"Turkey","1996","1512000000",""
"Turkey","1995","1589000000",""
"Turkey","1994","1859000000",""
"Turkey","1993","2298000000",""
"Turkey","1992","1838000000",""
"Turkey","1991","1204000000",""
"Turkey","1990","1238000000",""
"Turkey","1989","983000000",""
"Turkey","1988","1604000000",""
"Turkey","1987","1420000000",""
"Turkey","1986","477000000",""
"Turkey","1985","690000000",""
"Turkey","1984","560000000",""
"Turkey","1983","466000000",""
"Turkey","1982","483000000",""
"Turkey","1981","732000000",""
"Turkey","1980","488000000",""
"Turkey","1979","913000000",""
"Turkey","1978","966000000",""
"Turkey","1977","330000000",""
"Turkey","1976","431000000",""
"Turkey","1975","1080000000",""
"Turkey","1974","773000000",""
"Turkey","1973","789000000",""
"Turkey","1972","1096000000",""
"Turkey","1971","937000000",""
"Turkey","1970","391000000",""
"Turkey","1969","639000000",""
"Turkey","1968","420000000",""
"Turkey","1967","589000000",""
"Turkey","1966","330000000",""
"Turkey","1965","412000000",""
"Turkey","1964","835000000",""
"Turkey","1963","616000000",""
"Turkey","1962","300000000",""
"Turkey","1961","312000000",""
"Turkey","1960","592000000",""
"Turkmenistan","2017","75000000",""
"Turkmenistan","2016","428000000",""
"Turkmenistan","2015","172000000",""
"Turkmenistan","2014","74000000",""
"Turkmenistan","2013","71000000",""
"Turkmenistan","2012","113000000",""
"Turkmenistan","2011","236000000",""
"Turkmenistan","2010","27000000",""
"Turkmenistan","2009","36000000",""
"Turkmenistan","2008","7000000",""
"Turkmenistan","2004","21000000",""
"Turkmenistan","2003","18000000",""
"Tuvalu","1994","6000000",""
"Uganda","2017","18000000",""
"Uganda","2016","0","2"
"Uganda","2015","5000000",""
"Uganda","2013","20000000",""
"Uganda","2012","219000000",""
"Uganda","2011","471000000",""
"Uganda","2010","37000000",""
"Uganda","2009","23000000",""
"Uganda","2008","19000000",""
"Uganda","2006","5000000",""
"Uganda","2005","10000000",""
"Uganda","2004","36000000",""
"Uganda","2002","34000000",""
"Uganda","2000","6000000",""
"Uganda","1999","39000000",""
"Uganda","1998","55000000",""
"Uganda","1995","32000000",""
"Uganda","1989","20000000",""
"Uganda","1988","1000000",""
"Uganda","1987","31000000",""
"Uganda","1985","10000000",""
"Uganda","1982","14000000",""
"Uganda","1977","5000000",""
"Uganda","1976","35000000",""
"Uganda","1975","125000000",""
"Uganda","1974","46000000",""
"Uganda","1973","17000000",""
"Uganda","1972","17000000",""
"Uganda","1971","3000000",""
"Uganda","1970","7000000",""
"Uganda","1969","12000000",""
"Uganda","1968","24000000",""
"Uganda","1967","4000000",""
"Uganda","1966","15000000",""
